City,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Gurgaon,2015-05-22,105.31,191.17,45.22,64.6,55.34,3.35,27.35,33.71,10.32,16.47,6.06,439.0,Severe
Gurgaon,2015-05-23,16.17,82.01,18.07,25.81,24.5,1.31,20.2,66.55,5.07,,3.8,67.0,Satisfactory
Gurgaon,2015-05-24,73.3,140.02,23.05,32.93,45.76,2.93,30.72,25.6,8.19,21.1,1.59,306.0,Very Poor
Gurgaon,2015-05-25,58.37,24.71,31.98,45.69,27.26,2.21,23.85,53.28,11.76,14.8,4.68,243.0,Poor
Gurgaon,2015-05-26,130.01,241.21,45.85,65.5,53.67,3.22,34.6,,10.58,6.92,4.69,500.0,Severe
Gurgaon,2015-05-27,82.88,72.56,38.05,54.36,37.71,2.77,21.02,54.45,3.82,11.31,4.12,346.0,Very Poor
Gurgaon,2015-05-28,46.15,87.33,31.33,44.76,42.99,1.82,28.58,36.06,1.61,8.02,6.69,192.0,Moderate
Gurgaon,2015-05-29,111.34,149.98,36.37,51.96,51.42,3.33,35.87,50.76,5.18,3.18,9.18,464.0,Severe
Gurgaon,2015-05-30,39.07,76.8,24.17,34.53,,1.74,22.41,48.07,4.47,15.34,3.49,163.0,Moderate
Gurgaon,2015-05-31,63.49,85.47,28.28,40.4,32.91,2.82,28.93,65.49,4.75,9.24,3.23,265.0,Poor
Gurgaon,2015-06-01,52.81,96.09,31.07,44.38,47.35,2.57,21.85,49.0,5.81,7.57,6.56,220.0,Poor
Gurgaon,2015-06-02,53.82,112.96,29.99,42.84,46.84,2.47,26.96,47.63,5.96,17.69,2.88,224.0,Poor
Gurgaon,2015-06-03,87.59,234.86,40.8,58.29,38.09,2.3,30.04,28.8,1.0,9.89,5.9,365.0,Very Poor
Gurgaon,2015-06-04,53.12,65.25,21.81,31.16,42.93,2.63,23.28,30.84,9.5,14.5,4.14,221.0,Poor
Gurgaon,2015-06-05,77.3,183.66,28.85,41.22,16.07,2.54,25.38,37.56,10.55,12.4,4.25,322.0,Very Poor
Gurgaon,2015-06-06,52.09,109.02,27.36,39.08,28.41,2.05,19.82,44.62,7.6,8.21,3.78,217.0,Poor
Gurgaon,2015-06-07,17.35,148.03,23.5,33.57,21.39,0.65,16.99,43.39,13.28,10.3,6.78,72.0,Satisfactory
Gurgaon,2015-06-08,50.66,136.76,37.19,53.13,37.39,1.92,35.59,67.19,5.44,14.18,3.44,211.0,Poor
Gurgaon,2015-06-09,85.05,128.68,38.38,54.83,51.3,2.69,17.18,37.1,8.44,6.77,6.09,355.0,Very Poor
Gurgaon,2015-06-10,82.78,178.51,45.19,64.55,36.92,2.28,5.74,41.7,10.65,14.23,1.97,345.0,Very Poor
Gurgaon,2015-06-11,96.7,122.57,51.62,73.74,62.03,2.95,23.75,10.3,11.79,13.54,8.82,403.0,Severe
Gurgaon,2015-06-12,92.33,156.71,35.78,51.12,49.6,3.39,29.36,36.76,9.11,4.43,4.27,385.0,Very Poor
Gurgaon,2015-06-13,52.91,134.98,41.93,59.9,23.33,2.24,19.95,30.42,7.4,11.49,5.47,221.0,Poor
Gurgaon,2015-06-14,78.42,157.27,37.34,53.35,36.59,2.6,15.21,65.0,4.18,13.09,10.71,327.0,Very Poor
Gurgaon,2015-06-15,72.26,210.97,41.69,59.55,40.23,2.51,25.46,50.15,10.81,14.91,5.3,301.0,Very Poor
Gurgaon,2015-06-16,51.25,115.01,31.67,45.24,35.1,2.81,30.12,58.62,7.71,12.76,6.73,214.0,Poor
Gurgaon,2015-06-17,103.23,161.31,44.38,63.4,55.67,2.87,23.46,64.03,4.07,12.79,8.03,430.0,Severe
Gurgaon,2015-06-18,95.16,192.13,46.24,66.06,51.74,3.29,,31.48,3.91,10.11,5.99,397.0,Very Poor
Gurgaon,2015-06-19,65.83,121.51,27.78,39.68,26.31,1.91,39.1,36.42,13.07,10.76,2.01,275.0,Poor
Gurgaon,2015-06-20,97.88,151.44,46.07,65.82,52.58,2.38,29.9,27.32,10.01,12.48,4.29,408.0,Severe
Gurgaon,2015-06-21,57.51,60.95,37.94,54.21,41.38,2.34,30.34,41.72,8.19,13.53,5.56,240.0,Poor
Gurgaon,2015-06-22,59.62,71.52,39.53,56.47,41.95,3.02,28.43,47.64,2.98,9.82,7.24,249.0,Poor
Gurgaon,2015-06-23,86.9,166.29,35.8,51.15,27.96,2.37,17.7,44.42,12.58,23.78,5.83,362.0,Very Poor
Gurgaon,2015-06-24,98.88,194.06,37.87,54.1,43.82,3.51,35.55,12.53,8.03,13.47,5.6,412.0,Severe
Gurgaon,2015-06-25,51.77,62.71,34.89,49.84,31.49,2.66,18.92,10.0,7.31,10.58,7.4,216.0,Poor
Gurgaon,2015-06-26,15.12,77.03,18.98,27.12,18.48,1.46,21.56,63.46,6.95,18.02,2.21,63.0,Satisfactory
Gurgaon,2015-06-27,80.07,29.61,42.15,60.22,31.62,3.15,36.5,47.88,11.28,10.16,3.29,334.0,Very Poor
Gurgaon,2015-06-28,52.79,91.91,26.94,38.48,36.98,2.09,16.77,58.39,5.17,13.8,7.08,220.0,Poor
Gurgaon,2015-06-29,80.46,135.11,44.01,62.87,47.11,2.31,31.16,37.97,8.49,15.82,5.62,336.0,Very Poor
Gurgaon,2015-06-30,86.71,188.92,43.17,61.67,52.86,3.48,19.89,24.77,8.45,10.69,5.76,362.0,Very Poor
Gurgaon,2015-07-01,94.75,225.67,44.84,64.06,52.13,3.1,22.0,35.99,12.51,9.61,6.94,395.0,Very Poor
Gurgaon,2015-07-02,83.12,140.91,33.57,47.95,42.22,2.79,38.11,24.45,,10.64,8.62,347.0,Very Poor
Gurgaon,2015-07-03,114.57,154.45,45.31,64.73,32.45,3.42,27.01,31.69,3.92,11.21,3.29,478.0,Severe
Gurgaon,2015-07-04,63.27,191.84,44.21,63.15,34.07,2.01,18.52,17.86,7.84,13.43,6.68,264.0,Poor
Gurgaon,2015-07-05,55.44,108.26,30.53,43.61,14.3,2.33,32.61,26.57,12.29,5.8,6.13,231.0,Poor
Gurgaon,2015-07-06,62.81,104.91,34.2,48.86,47.17,2.25,40.81,36.64,14.48,15.6,8.04,262.0,Poor
Gurgaon,2015-07-07,113.3,207.56,38.5,55.0,66.87,2.92,24.8,21.2,11.08,15.87,6.17,472.0,Severe
Gurgaon,2015-07-08,122.97,181.9,40.05,57.21,68.59,3.47,30.18,13.73,8.77,15.9,3.91,500.0,Severe
Gurgaon,2015-07-09,81.08,137.65,32.04,45.77,37.82,2.82,37.8,45.26,8.47,15.54,4.27,338.0,Very Poor
Gurgaon,2015-07-10,34.92,96.91,27.48,39.25,36.4,1.61,25.54,39.69,11.01,14.28,6.31,146.0,Moderate
Gurgaon,2015-07-11,92.05,156.88,34.55,49.35,53.99,2.61,37.38,41.77,7.47,4.61,5.26,384.0,Very Poor
Gurgaon,2015-07-12,28.99,118.95,15.38,21.97,31.44,1.49,15.1,51.99,7.2,10.41,5.28,121.0,Moderate
Gurgaon,2015-07-13,89.25,210.44,37.92,54.17,41.57,2.74,34.81,19.57,7.12,17.3,6.93,372.0,Very Poor
Gurgaon,2015-07-14,83.07,165.91,34.34,49.05,30.65,2.78,34.52,42.85,2.6,12.14,7.53,346.0,Very Poor
Gurgaon,2015-07-15,78.03,103.21,37.76,53.94,29.14,2.43,24.86,32.29,9.04,16.44,6.92,325.0,Very Poor
Gurgaon,2015-07-16,68.52,125.88,34.0,48.58,17.03,2.16,20.67,70.82,10.49,16.02,6.02,286.0,Poor
Gurgaon,2015-07-17,104.78,252.0,32.02,45.74,47.64,3.37,33.75,26.13,6.14,14.47,5.33,437.0,Severe
Gurgaon,2015-07-18,62.4,130.75,45.46,64.95,41.13,3.29,22.52,10.56,11.27,14.86,7.34,260.0,Poor
Gurgaon,2015-07-19,66.34,125.55,33.97,48.53,31.15,1.92,32.95,26.59,4.4,13.25,7.63,277.0,Poor
Gurgaon,2015-07-20,54.23,88.45,37.29,53.27,29.73,2.42,27.92,69.88,10.08,15.71,5.86,226.0,Poor
Gurgaon,2015-07-21,136.18,170.0,48.72,69.6,61.74,4.11,30.06,67.18,8.87,7.24,7.09,500.0,Severe
Gurgaon,2015-07-22,77.83,93.96,32.52,46.45,45.86,2.31,29.37,20.66,7.31,21.26,6.02,325.0,Very Poor
Gurgaon,2015-07-23,108.19,250.72,43.67,62.39,,3.18,31.22,26.51,5.63,16.85,6.28,451.0,Severe
Gurgaon,2015-07-24,107.23,113.91,48.76,69.66,37.02,3.16,33.88,46.84,4.2,8.07,6.12,447.0,Severe
Gurgaon,2015-07-25,57.75,93.32,33.62,48.02,33.64,2.34,32.97,63.37,6.7,12.07,6.58,241.0,Poor
Gurgaon,2015-07-26,68.51,170.63,47.12,67.32,16.01,2.39,45.05,58.3,3.23,10.09,9.29,286.0,Poor
Gurgaon,2015-07-27,93.2,159.74,36.91,52.73,35.99,3.61,18.77,39.6,9.75,16.17,4.33,389.0,Very Poor
Gurgaon,2015-07-28,49.1,51.78,28.44,40.63,58.47,3.02,12.04,16.06,4.03,10.03,3.78,205.0,Poor
Gurgaon,2015-07-29,120.58,145.51,49.03,70.04,65.11,3.37,37.85,67.37,2.86,8.34,3.69,500.0,Severe
Gurgaon,2015-07-30,96.01,191.68,58.58,83.68,57.49,2.96,16.68,60.26,3.06,10.03,6.28,400.0,Severe
Gurgaon,2015-07-31,85.04,131.4,45.65,65.22,37.21,2.35,19.97,66.29,8.29,7.08,8.45,355.0,Very Poor
Gurgaon,2015-08-01,125.88,162.11,59.35,84.78,46.37,4.12,32.3,28.24,12.68,12.11,2.52,500.0,Severe
Gurgaon,2015-08-02,82.49,227.79,43.46,62.08,51.25,2.92,26.63,10.64,7.87,15.01,7.59,344.0,Very Poor
Gurgaon,2015-08-03,49.32,120.31,26.88,38.4,31.13,1.89,26.66,39.73,4.46,12.97,8.6,206.0,Poor
Gurgaon,2015-08-04,82.31,186.85,41.08,58.69,30.15,3.08,37.81,58.01,13.76,13.27,3.51,343.0,Very Poor
Gurgaon,2015-08-05,74.88,81.65,43.11,61.59,39.01,2.5,23.42,61.08,,11.29,7.43,312.0,Very Poor
Gurgaon,2015-08-06,117.03,200.91,38.9,55.57,77.74,3.62,37.5,57.61,8.63,3.35,8.87,488.0,Severe
Gurgaon,2015-08-07,96.12,195.45,36.71,52.44,54.79,2.67,14.99,30.24,8.02,10.51,6.6,401.0,Severe
Gurgaon,2015-08-08,36.58,103.17,39.81,56.87,28.36,2.15,13.12,31.52,8.78,14.74,6.62,153.0,Moderate
Gurgaon,2015-08-09,52.49,62.36,24.84,35.49,23.03,2.5,21.6,45.77,9.12,14.49,3.87,219.0,Poor
Gurgaon,2015-08-10,131.91,197.9,50.83,72.62,71.43,3.25,19.36,59.93,10.9,18.36,6.34,500.0,Severe
Gurgaon,2015-08-11,95.98,166.54,32.62,46.6,50.04,2.81,33.09,45.36,6.54,19.07,7.18,400.0,Severe
Gurgaon,2015-08-12,95.22,221.23,26.5,37.86,38.19,2.2,24.96,40.7,10.84,13.24,3.16,397.0,Very Poor
Gurgaon,2015-08-13,136.28,238.81,54.2,77.43,64.54,3.2,31.64,33.95,8.26,14.52,7.49,500.0,Severe
Gurgaon,2015-08-14,31.28,107.25,35.81,51.16,19.62,1.55,29.13,47.68,8.03,15.73,4.28,130.0,Moderate
Gurgaon,2015-08-15,69.74,109.69,45.44,64.92,46.77,2.35,28.58,24.19,9.0,13.52,6.53,291.0,Poor
Gurgaon,2015-08-16,57.93,157.03,41.36,59.09,44.13,2.22,27.5,53.89,7.25,7.57,10.08,242.0,Poor
Gurgaon,2015-08-17,95.37,210.12,38.48,54.98,46.12,3.09,22.54,44.0,7.37,14.4,6.88,398.0,Very Poor
Gurgaon,2015-08-18,103.61,222.25,51.18,73.11,56.14,3.76,41.9,22.34,,14.88,3.42,432.0,Severe
Gurgaon,2015-08-19,70.43,185.12,47.58,67.98,37.3,2.68,19.4,51.11,6.85,11.66,4.79,294.0,Poor
Gurgaon,2015-08-20,104.22,242.09,35.93,51.32,54.13,3.3,22.53,43.28,,7.96,5.65,435.0,Severe
Gurgaon,2015-08-21,74.67,128.59,32.35,46.22,,2.75,20.89,52.65,6.26,9.34,3.25,311.0,Very Poor
Gurgaon,2015-08-22,70.46,92.71,46.44,66.35,26.61,2.58,36.99,43.73,4.69,14.58,6.09,294.0,Poor
Gurgaon,2015-08-23,85.39,134.47,43.91,62.72,53.11,3.41,30.42,61.42,11.3,11.55,5.05,356.0,Very Poor
Gurgaon,2015-08-24,33.33,114.14,24.02,34.32,35.37,1.91,12.19,33.09,5.27,7.74,5.32,139.0,Moderate
Gurgaon,2015-08-25,64.03,126.71,36.11,51.59,33.72,2.75,29.12,34.36,3.36,14.73,7.04,267.0,Poor
Gurgaon,2015-08-26,96.76,193.36,32.4,46.28,68.7,3.19,17.93,67.07,7.57,11.42,5.43,404.0,Severe
Gurgaon,2015-08-27,74.13,162.83,27.96,39.95,43.01,2.37,12.85,39.56,5.0,9.44,7.34,309.0,Very Poor
Gurgaon,2015-08-28,107.64,222.95,45.66,65.23,62.25,3.57,38.66,17.34,1.98,4.14,6.82,449.0,Severe
Gurgaon,2015-08-29,35.67,37.93,23.66,33.8,30.35,1.51,22.32,27.03,5.65,,4.29,149.0,Moderate
Gurgaon,2015-08-30,14.15,100.95,12.42,17.74,28.27,0.73,12.8,35.88,3.05,14.78,3.8,59.0,Satisfactory
Gurgaon,2015-08-31,115.72,213.88,47.71,68.16,70.15,3.28,35.17,39.79,6.61,18.15,5.47,483.0,Severe
Gurgaon,2015-09-01,68.38,120.59,42.6,60.85,39.01,2.38,27.45,53.21,6.9,19.19,6.7,285.0,Poor
Gurgaon,2015-09-02,106.45,195.58,38.4,54.86,49.89,2.97,47.85,53.46,11.76,1.39,5.05,444.0,Severe
Gurgaon,2015-09-03,101.69,212.43,41.2,58.85,43.29,2.62,,41.06,,13.36,8.77,424.0,Severe
Gurgaon,2015-09-04,73.37,210.1,38.53,55.04,28.33,2.69,29.51,24.22,5.65,17.65,6.27,306.0,Very Poor
Gurgaon,2015-09-05,50.22,55.04,32.31,46.16,15.06,1.77,26.44,26.33,6.18,10.42,7.42,209.0,Poor
Gurgaon,2015-09-06,47.43,135.67,25.66,36.65,39.0,2.94,27.81,20.6,7.83,11.63,3.19,198.0,Moderate
Gurgaon,2015-09-07,32.77,69.05,29.3,41.85,42.34,0.97,17.78,47.15,5.51,11.7,8.31,137.0,Moderate
Gurgaon,2015-09-08,114.75,175.96,48.38,69.11,48.16,3.5,45.75,36.92,8.82,14.48,5.0,479.0,Severe
Gurgaon,2015-09-09,100.97,166.48,32.5,46.43,44.13,3.05,25.92,15.44,9.33,10.29,7.34,421.0,Severe
Gurgaon,2015-09-10,71.47,94.73,32.39,46.26,43.31,2.67,20.16,49.03,4.21,13.32,4.56,298.0,Poor
Gurgaon,2015-09-11,53.1,101.54,27.58,39.41,39.22,2.05,23.36,62.32,10.03,18.17,6.58,221.0,Poor
Gurgaon,2015-09-12,65.6,77.54,30.41,43.45,53.43,1.89,18.27,31.78,6.67,14.82,4.32,274.0,Poor
Gurgaon,2015-09-13,38.19,75.16,35.22,50.31,34.88,1.66,20.65,69.53,6.4,10.89,1.0,159.0,Moderate
Gurgaon,2015-09-14,73.31,175.89,31.39,44.84,51.8,3.01,32.27,42.07,6.63,3.76,5.42,306.0,Very Poor
Gurgaon,2015-09-15,76.37,145.4,28.69,40.99,58.37,2.27,18.06,53.52,6.48,12.5,6.25,318.0,Very Poor
Gurgaon,2015-09-16,98.04,210.03,26.77,38.24,48.39,3.27,31.98,11.45,7.43,13.89,6.63,409.0,Severe
Gurgaon,2015-09-17,77.85,75.77,34.31,49.02,54.86,2.57,20.82,16.56,10.51,10.83,5.89,325.0,Very Poor
Gurgaon,2015-09-18,118.15,249.2,49.65,70.93,65.33,3.32,27.85,40.61,9.45,8.43,5.87,493.0,Severe
Gurgaon,2015-09-19,78.81,128.27,35.29,50.41,38.55,2.8,26.75,43.34,5.31,13.86,4.45,329.0,Very Poor
Gurgaon,2015-09-20,30.91,97.23,40.43,57.75,20.96,1.82,7.23,42.82,7.41,2.37,8.41,129.0,Moderate
Gurgaon,2015-09-21,92.22,106.11,56.84,81.21,61.56,3.32,25.94,33.41,12.16,7.88,2.76,385.0,Very Poor
Gurgaon,2015-09-22,45.82,138.86,42.61,60.87,28.92,2.54,24.37,25.47,9.83,11.0,7.33,191.0,Moderate
Gurgaon,2015-09-23,34.88,100.48,26.06,37.23,41.34,2.51,9.96,39.53,9.91,8.65,11.94,145.0,Moderate
Gurgaon,2015-09-24,89.52,180.73,40.79,58.27,66.43,3.54,36.55,36.58,9.05,10.07,4.61,373.0,Very Poor
Gurgaon,2015-09-25,112.2,159.29,43.29,61.85,37.36,3.56,42.82,32.59,6.75,12.49,4.86,468.0,Severe
Gurgaon,2015-09-26,91.19,175.29,31.44,44.91,57.19,2.44,25.74,27.25,7.74,12.91,4.92,380.0,Very Poor
Gurgaon,2015-09-27,102.01,166.02,44.11,63.01,55.85,3.34,40.06,23.3,5.22,20.57,10.71,425.0,Severe
Gurgaon,2015-09-28,48.68,90.25,27.19,38.85,31.36,1.4,23.07,82.94,6.75,12.27,8.66,203.0,Poor
Gurgaon,2015-09-29,119.69,223.57,50.83,72.61,35.02,2.97,38.3,33.91,5.65,10.17,6.7,499.0,Severe
Gurgaon,2015-09-30,82.87,70.11,41.83,59.75,54.4,2.58,30.6,21.47,11.48,10.65,9.77,346.0,Very Poor
Gurgaon,2015-10-01,173.98,286.35,54.61,78.01,82.14,5.06,38.86,15.8,6.35,9.97,10.17,500.0,Severe
Gurgaon,2015-10-02,252.75,432.34,76.16,108.8,98.6,6.44,52.34,49.01,6.82,4.45,5.15,500.0,Severe
Gurgaon,2015-10-03,156.06,279.77,58.35,83.36,63.55,4.67,46.0,37.16,8.68,15.74,5.05,500.0,Severe
Gurgaon,2015-10-04,92.83,123.68,40.32,57.6,74.52,3.07,23.42,26.41,9.18,6.17,8.07,387.0,Very Poor
Gurgaon,2015-10-05,216.02,336.12,71.41,102.02,81.19,5.5,42.26,26.4,1.37,14.01,3.47,500.0,Severe
Gurgaon,2015-10-06,220.05,415.66,76.76,109.66,80.33,5.48,38.74,34.37,3.97,6.56,6.97,500.0,Severe
Gurgaon,2015-10-07,186.47,317.7,65.12,93.03,69.29,4.65,42.6,32.54,13.82,10.47,6.33,500.0,Severe
Gurgaon,2015-10-08,100.83,135.95,37.74,53.91,44.39,2.88,33.3,38.27,6.1,7.77,1.83,420.0,Severe
Gurgaon,2015-10-09,163.31,290.36,62.4,89.14,64.04,4.16,,47.95,6.63,14.61,4.61,500.0,Severe
Gurgaon,2015-10-10,182.79,385.86,64.98,92.83,65.3,4.83,42.92,34.18,6.84,14.39,6.02,500.0,Severe
Gurgaon,2015-10-11,81.62,180.66,34.76,49.66,51.67,2.97,29.11,37.41,11.29,13.51,5.62,340.0,Very Poor
Gurgaon,2015-10-12,129.55,304.19,46.57,66.52,34.19,4.04,44.85,16.39,,11.66,5.9,500.0,Severe
Gurgaon,2015-10-13,162.75,343.43,54.01,77.16,57.0,4.23,45.24,71.89,4.48,9.1,5.02,500.0,Severe
Gurgaon,2015-10-14,102.75,159.79,38.08,54.4,61.73,3.7,38.53,10.0,9.16,10.4,4.35,428.0,Severe
Gurgaon,2015-10-15,151.66,208.09,60.97,87.11,43.1,4.26,40.04,44.07,11.28,15.13,4.51,500.0,Severe
Gurgaon,2015-10-16,180.53,319.96,72.43,103.47,81.97,4.31,45.72,43.79,3.48,13.11,5.91,500.0,Severe
Gurgaon,2015-10-17,139.89,258.86,55.86,79.8,47.56,3.61,45.28,46.19,10.99,13.44,3.5,500.0,Severe
Gurgaon,2015-10-18,112.3,262.93,46.73,66.76,58.7,3.43,28.64,60.87,11.02,11.39,6.71,468.0,Severe
Gurgaon,2015-10-19,146.7,232.45,43.28,61.83,71.96,4.4,38.62,19.59,7.49,14.67,6.71,500.0,Severe
Gurgaon,2015-10-20,125.3,207.24,47.65,68.08,69.43,2.7,14.25,58.92,10.2,16.21,8.09,500.0,Severe
Gurgaon,2015-10-21,251.44,481.63,82.39,117.71,93.79,6.61,45.28,38.06,5.81,16.07,3.92,500.0,Severe
Gurgaon,2015-10-22,272.97,413.1,79.06,112.95,98.48,5.64,62.89,26.74,1.0,12.51,2.94,500.0,Severe
Gurgaon,2015-10-23,231.89,441.09,69.3,98.99,76.22,5.37,69.48,25.84,5.72,10.88,5.16,500.0,Severe
Gurgaon,2015-10-24,151.06,282.22,47.45,67.79,63.5,3.81,31.53,67.13,11.85,16.87,6.67,500.0,Severe
Gurgaon,2015-10-25,95.07,179.47,37.47,53.53,56.66,2.52,20.45,25.43,5.93,10.41,8.62,396.0,Very Poor
Gurgaon,2015-10-26,219.15,368.75,55.27,78.96,84.07,5.97,45.99,56.91,8.13,11.48,2.83,500.0,Severe
Gurgaon,2015-10-27,149.44,260.7,46.44,66.35,65.6,4.35,33.14,16.02,8.58,18.14,3.58,500.0,Severe
Gurgaon,2015-10-28,106.63,134.14,51.27,73.24,41.15,3.78,45.3,47.21,5.25,7.92,8.37,445.0,Severe
Gurgaon,2015-10-29,119.68,193.6,31.46,44.94,50.72,3.36,42.71,37.36,6.9,6.68,5.17,499.0,Severe
Gurgaon,2015-10-30,97.09,172.2,34.47,49.25,58.73,2.65,36.31,41.24,8.35,16.55,8.8,405.0,Severe
Gurgaon,2015-10-31,201.39,315.15,62.09,88.7,59.77,5.02,43.99,28.26,4.82,8.38,5.82,500.0,Severe
Gurgaon,2015-11-01,158.63,217.86,50.07,71.52,59.87,3.9,38.39,38.86,8.68,15.92,6.19,500.0,Severe
Gurgaon,2015-11-02,207.25,365.82,63.59,90.85,62.12,5.53,44.01,61.92,11.59,9.53,5.6,500.0,Severe
Gurgaon,2015-11-03,149.92,151.33,51.47,73.52,67.03,3.88,21.07,53.96,12.02,8.28,8.5,500.0,Severe
Gurgaon,2015-11-04,264.17,498.75,84.3,120.43,87.98,5.87,51.53,54.21,9.1,17.13,8.3,500.0,Severe
Gurgaon,2015-11-05,155.41,326.0,63.57,90.82,76.69,5.44,41.3,29.07,13.01,11.46,4.81,500.0,Severe
Gurgaon,2015-11-06,125.06,207.04,53.93,77.04,53.68,3.84,43.95,41.23,15.03,14.2,8.24,500.0,Severe
Gurgaon,2015-11-07,68.86,181.1,33.57,47.96,59.4,2.5,15.95,68.34,7.55,11.26,5.61,287.0,Poor
Gurgaon,2015-11-08,83.23,184.52,29.44,42.06,40.16,2.83,35.56,46.06,10.39,7.36,4.58,347.0,Very Poor
Gurgaon,2015-11-09,98.95,228.77,32.29,46.12,56.92,3.25,27.9,53.49,11.68,9.6,6.94,413.0,Severe
Gurgaon,2015-11-10,162.42,245.54,63.69,90.98,65.2,3.95,42.74,25.75,13.36,11.12,8.3,500.0,Severe
Gurgaon,2015-11-11,274.14,465.26,74.5,106.43,87.35,7.85,48.91,25.45,9.54,6.98,4.86,500.0,Severe
Gurgaon,2015-11-12,137.16,244.83,52.03,74.33,61.44,3.08,55.25,56.94,7.94,19.72,7.0,500.0,Severe
Gurgaon,2015-11-13,199.11,413.44,63.3,90.42,85.03,4.78,35.29,26.03,8.12,4.68,6.99,500.0,Severe
Gurgaon,2015-11-14,67.27,86.28,35.78,51.12,47.4,2.01,32.61,23.82,8.79,13.32,5.18,281.0,Poor
Gurgaon,2015-11-15,184.23,298.19,71.34,101.91,73.83,4.46,43.15,52.3,8.35,16.94,7.14,500.0,Severe
Gurgaon,2015-11-16,265.79,403.52,60.64,86.63,101.84,5.97,60.46,34.02,4.15,6.32,6.64,500.0,Severe
Gurgaon,2015-11-17,237.28,355.84,73.64,105.2,80.23,6.06,47.0,38.93,8.27,14.63,4.46,500.0,Severe
Gurgaon,2015-11-18,197.32,381.33,58.03,82.9,67.06,5.48,40.4,43.61,8.09,15.71,8.07,500.0,Severe
Gurgaon,2015-11-19,262.63,489.65,72.58,103.68,89.66,6.91,64.33,64.41,13.16,10.05,6.52,500.0,Severe
Gurgaon,2015-11-20,263.5,383.79,79.59,113.7,89.33,7.03,43.14,18.45,8.31,5.4,8.33,500.0,Severe
Gurgaon,2015-11-21,126.76,257.29,49.44,70.63,73.25,3.6,33.14,42.49,6.64,18.57,4.96,500.0,Severe
Gurgaon,2015-11-22,81.75,171.72,38.16,54.52,35.69,2.3,35.69,29.43,3.9,7.49,7.61,341.0,Very Poor
Gurgaon,2015-11-23,205.73,346.56,59.96,85.65,88.32,6.18,54.63,42.43,13.38,17.02,6.12,500.0,Severe
Gurgaon,2015-11-24,123.03,272.29,41.0,58.57,61.0,3.55,30.65,,3.2,13.3,4.19,500.0,Severe
Gurgaon,2015-11-25,266.05,468.84,70.19,100.28,85.98,5.82,69.4,15.53,9.81,12.82,4.33,500.0,Severe
Gurgaon,2015-11-26,92.28,128.1,29.81,42.59,22.9,3.01,30.76,50.63,,15.88,5.25,385.0,Very Poor
Gurgaon,2015-11-27,115.49,274.57,47.83,68.33,49.74,3.29,36.64,53.56,8.19,10.62,7.28,482.0,Severe
Gurgaon,2015-11-28,163.3,295.93,56.2,80.29,60.24,4.67,52.28,36.8,6.2,6.22,1.0,500.0,Severe
Gurgaon,2015-11-29,113.71,234.48,34.26,48.94,47.37,3.25,30.63,43.0,4.01,2.77,3.43,474.0,Severe
Gurgaon,2015-11-30,122.45,160.08,38.18,54.54,52.48,3.43,36.31,32.61,4.9,10.86,8.25,500.0,Severe
Gurgaon,2015-12-01,302.43,497.27,86.06,122.94,108.65,7.1,67.05,19.52,7.96,16.69,8.7,500.0,Severe
Gurgaon,2015-12-02,247.84,428.58,62.49,89.27,94.74,6.27,50.64,24.44,9.35,10.3,6.55,500.0,Severe
Gurgaon,2015-12-03,180.99,369.71,79.83,114.04,83.68,4.73,39.97,18.88,8.29,8.62,8.62,500.0,Severe
Gurgaon,2015-12-04,216.9,332.58,63.73,91.05,77.64,5.87,41.92,47.94,7.18,11.67,4.74,500.0,Severe
Gurgaon,2015-12-05,228.68,340.49,73.9,105.57,85.15,5.51,42.96,29.45,7.43,7.24,6.49,500.0,Severe
Gurgaon,2015-12-06,216.23,388.58,62.19,88.84,81.46,5.65,40.85,40.2,11.29,9.45,6.78,500.0,Severe
Gurgaon,2015-12-07,209.98,333.9,64.31,91.88,87.21,4.45,48.58,70.61,14.16,14.6,2.54,500.0,Severe
Gurgaon,2015-12-08,291.08,509.71,79.75,113.93,89.62,7.35,49.16,41.26,2.92,,3.6,500.0,Severe
Gurgaon,2015-12-09,169.38,312.87,52.76,75.37,73.88,4.11,33.33,36.9,5.31,4.91,5.53,500.0,Severe
Gurgaon,2015-12-10,132.12,197.15,44.38,63.4,67.33,4.09,49.68,17.78,11.5,12.33,7.14,500.0,Severe
Gurgaon,2015-12-11,213.3,376.71,67.48,96.39,63.01,5.59,44.9,39.33,5.53,16.31,2.19,500.0,Severe
Gurgaon,2015-12-12,168.23,275.77,54.59,77.98,72.36,4.97,44.33,25.75,3.25,9.18,6.1,500.0,Severe
Gurgaon,2015-12-13,249.37,472.35,66.1,94.43,87.21,6.36,42.2,44.99,9.73,10.85,5.9,500.0,Severe
Gurgaon,2015-12-14,194.8,393.69,62.74,89.63,70.73,4.72,61.74,29.11,10.26,8.64,6.62,500.0,Severe
Gurgaon,2015-12-15,114.99,277.71,31.29,44.7,37.38,2.97,38.82,,5.01,9.49,7.21,479.0,Severe
Gurgaon,2015-12-16,204.9,363.06,70.39,100.56,81.65,5.71,39.58,45.69,3.39,10.66,4.92,500.0,Severe
Gurgaon,2015-12-17,208.43,307.13,62.42,89.17,73.94,5.65,59.27,37.22,4.96,14.99,7.45,500.0,Severe
